"","Ageband","Sex","Year","Country","Definition","Deaths","Pop"
"475","15-24","Female",2005,"Lithuania","Full",3,240386
"476","15-24","Female",2005,"Lithuania","Simple",3,240386
"477","15-24","Female",2005,"Mauritius","Full",0,94435
"478","15-24","Female",2005,"Mauritius","Simple",0,94435
"479","15-24","Female",2005,"Mexico","Full",15.0499279520714,10253352.5
"480","15-24","Female",2005,"Mexico","Simple",32.0778404668405,10253352.5
"481","15-24","Female",2005,"Moldova","Full",0,345504
"482","15-24","Female",2005,"Moldova","Simple",1,345504
"483","15-24","Female",2005,"Netherlands","Full",0,960181
"484","15-24","Female",2005,"Netherlands","Simple",0,960181
"485","15-24","Female",2005,"Nicaragua","Full",0,589008.5
"486","15-24","Female",2005,"Nicaragua","Simple",2,589008.5
"487","15-24","Female",2005,"Northern Ireland","Full",0,123486
"488","15-24","Female",2005,"Northern Ireland","Simple",0,123486
"489","15-24","Female",2005,"Paraguay","Full",0,559312.5
"490","15-24","Female",2005,"Paraguay","Simple",1,559312.5
"491","15-24","Female",2005,"Peru","Full",1,2744745.5
"492","15-24","Female",2005,"Peru","Simple",8,2744745.5
"493","15-24","Female",2005,"Poland","Full",3,3056685
"494","15-24","Female",2005,"Poland","Simple",7,3056685
"495","15-24","Female",2005,"Romania","Full",0,1636907
"496","15-24","Female",2005,"Romania","Simple",15,1636907
"497","15-24","Female",2005,"Scotland","Full",0,328502
"498","15-24","Female",2005,"Scotland","Simple",0,328502
"499","15-24","Female",2005,"Serbia","Full",0,478193
"500","15-24","Female",2005,"Serbia","Simple",0,478193
"501","15-24","Female",2005,"Slovenia","Full",0,128929
"502","15-24","Female",2005,"Slovenia","Simple",0,128929
"503","15-24","Female",2005,"South Korea","Full",1,3334069
"504","15-24","Female",2005,"South Korea","Simple",4,3334069
"505","15-24","Female",2005,"Spain","Full",1,2553272
"506","15-24","Female",2005,"Spain","Simple",2,2553272
"507","15-24","Female",2005,"Sweden","Full",0,542149
"508","15-24","Female",2005,"Sweden","Simple",0,542149
"509","15-24","Female",2005,"Switzerland","Full",0,432571
"510","15-24","Female",2005,"Switzerland","Simple",0,432571
"511","15-24","Female",2005,"USA","Full",22.0081541882876,20429690
"512","15-24","Female",2005,"USA","Simple",30.0053073861123,20429690
"513","15-24","Female",2005,"Uruguay","Full",0,242617
"514","15-24","Female",2005,"Uruguay","Simple",0,242617
"515","15-24","Female",2006,"Argentina","Full",0,3271507
"516","15-24","Female",2006,"Argentina","Simple",4.00656383469076,3271507
"517","15-24","Female",2006,"Armenia","Full",0,309738
"518","15-24","Female",2006,"Armenia","Simple",1,309738
"519","15-24","Female",2006,"Australia","Full",0,1388615
"520","15-24","Female",2006,"Australia","Simple",0,1388615
"521","15-24","Female",2006,"Austria","Full",0,499388
"522","15-24","Female",2006,"Austria","Simple",0,499388
"523","15-24","Female",2006,"Belgium","Full",0,629311
"524","15-24","Female",2006,"Belgium","Simple",0,629311
"525","15-24","Female",2006,"Brazil","Full",20.0711078711182,17476781
"526","15-24","Female",2006,"Brazil","Simple",43.126365145636,17476781
"527","15-24","Female",2006,"Bulgaria","Full",0,504961
"528","15-24","Female",2006,"Bulgaria","Simple",1,504961
"529","15-24","Female",2006,"Canada","Full",6.01094890510949,2161115.36
"530","15-24","Female",2006,"Canada","Simple",3,2161115.36
"531","15-24","Female",2006,"Chile","Full",1,1322143.69
"532","15-24","Female",2006,"Chile","Simple",2,1322143.69
"533","15-24","Female",2006,"Colombia","Full",4,3902788
"534","15-24","Female",2006,"Colombia","Simple",12.0538922155689,3902788
"535","15-24","Female",2006,"Costa Rica","Full",0,401681.5
"536","15-24","Female",2006,"Costa Rica","Simple",1,401681.5
"537","15-24","Female",2006,"Cuba","Full",0,788906.5
"538","15-24","Female",2006,"Cuba","Simple",0,788906.5
"539","15-24","Female",2006,"Czechia","Full",1,658122
"540","15-24","Female",2006,"Czechia","Simple",1,658122
"541","15-24","Female",2006,"Denmark","Full",0,298500
"542","15-24","Female",2006,"Denmark","Simple",0,298500
"543","15-24","Female",2006,"Dominican Republic","Full",0,912443
"544","15-24","Female",2006,"Dominican Republic","Simple",3.04186046511628,912443
"545","15-24","Female",2006,"Ecuador","Full",1,1346427
"546","15-24","Female",2006,"Ecuador","Simple",6,1346427
"547","15-24","Female",2006,"England & Wales","Full",4,3458477
"548","15-24","Female",2006,"England & Wales","Simple",5,3458477
"549","15-24","Female",2006,"Estonia","Full",1.00684931506849,96385
"550","15-24","Female",2006,"Estonia","Simple",1.00526315789474,96385
"551","15-24","Female",2006,"Finland","Full",0,320699
"552","15-24","Female",2006,"Finland","Simple",0,320699
"553","15-24","Female",2006,"France","Full",2,3915675
"554","15-24","Female",2006,"France","Simple",2,3915675
"555","15-24","Female",2006,"Guatemala","Full",4,1397851
"556","15-24","Female",2006,"Guatemala","Simple",13.0188953488372,1397851
"557","15-24","Female",2006,"Hong Kong","Full",0,460700
"558","15-24","Female",2006,"Hong Kong","Simple",0,460700
"559","15-24","Female",2006,"Hungary","Full",1,634608
"560","15-24","Female",2006,"Hungary","Simple",1,634608
"561","15-24","Female",2006,"Israel","Full",0,558626
"562","15-24","Female",2006,"Israel","Simple",0,558626
"563","15-24","Female",2006,"Italy","Full",0,2959121.5
"564","15-24","Female",2006,"Italy","Simple",0,2959121.5
"565","15-24","Female",2006,"Japan","Full",2,6548000
"566","15-24","Female",2006,"Japan","Simple",3,6548000
"567","15-24","Female",2006,"Kyrgyzstan","Full",2.02380952380952,545445
"568","15-24","Female",2006,"Kyrgyzstan","Simple",16.0182232346241,545445
"569","15-24","Female",2006,"Latvia","Full",0,169332
"570","15-24","Female",2006,"Latvia","Simple",0,169332
"571","15-24","Female",2006,"Lithuania","Full",1,236885
"572","15-24","Female",2006,"Lithuania","Simple",1,236885
"573","15-24","Female",2006,"Mauritius","Full",0,94140
"574","15-24","Female",2006,"Mauritius","Simple",0,94140
"575","15-24","Female",2006,"Mexico","Full",18.1107154197665,10335867
"576","15-24","Female",2006,"Mexico","Simple",33.0784021209863,10335867
"577","15-24","Female",2006,"Moldova","Full",0,340363
"578","15-24","Female",2006,"Moldova","Simple",3,340363
"579","15-24","Female",2006,"Netherlands","Full",0,963837
"580","15-24","Female",2006,"Netherlands","Simple",0,963837
"581","15-24","Female",2006,"Nicaragua","Full",0,595503
"582","15-24","Female",2006,"Nicaragua","Simple",2,595503
"583","15-24","Female",2006,"Northern Ireland","Full",0,125520
"584","15-24","Female",2006,"Northern Ireland","Simple",0,125520
"585","15-24","Female",2006,"Paraguay","Full",0,568331
"586","15-24","Female",2006,"Paraguay","Simple",0,568331
"587","15-24","Female",2006,"Peru","Full",6,2749006.5
"588","15-24","Female",2006,"Peru","Simple",16.0159521435693,2749006.5
"589","15-24","Female",2006,"Poland","Full",5,3003407
"590","15-24","Female",2006,"Poland","Simple",9,3003407
"591","15-24","Female",2006,"Romania","Full",2,1591081
"592","15-24","Female",2006,"Romania","Simple",15,1591081
"593","15-24","Female",2006,"Scotland","Full",2,330982
"594","15-24","Female",2006,"Scotland","Simple",2,330982
"595","15-24","Female",2006,"Serbia","Full",0,470829
"596","15-24","Female",2006,"Serbia","Simple",0,470829
"597","15-24","Female",2006,"Slovenia","Full",0,125724
"598","15-24","Female",2006,"Slovenia","Simple",0,125724
"599","15-24","Female",2006,"South Korea","Full",0,3240878
"600","15-24","Female",2006,"South Korea","Simple",1,3240878
"601","15-24","Female",2006,"Spain","Full",1,2504340
"602","15-24","Female",2006,"Spain","Simple",3,2504340
"603","15-24","Female",2006,"Sweden","Full",0,557351
"604","15-24","Female",2006,"Sweden","Simple",0,557351
"605","15-24","Female",2006,"Switzerland","Full",0,436450
"606","15-24","Female",2006,"Switzerland","Simple",0,436450
"607","15-24","Female",2006,"USA","Full",26,20590472
"608","15-24","Female",2006,"USA","Simple",29.0025239338555,20590472
"609","15-24","Female",2006,"Uruguay","Full",0,242764
"610","15-24","Female",2006,"Uruguay","Simple",0,242764
"611","15-24","Female",2007,"Argentina","Full",2.01043282420415,3290815
"612","15-24","Female",2007,"Argentina","Simple",3.00479150219099,3290815
"613","15-24","Female",2007,"Armenia","Full",0,330287.5
"614","15-24","Female",2007,"Armenia","Simple",2,330287.5
"615","15-24","Female",2007,"Australia","Full",0,1440419
"616","15-24","Female",2007,"Australia","Simple",1,1440419
"617","15-24","Female",2007,"Austria","Full",0,499804
"618","15-24","Female",2007,"Austria","Simple",0,499804
"619","15-24","Female",2007,"Belgium","Full",0,635389
"620","15-24","Female",2007,"Belgium","Simple",0,635389
"621","15-24","Female",2007,"Brazil","Full",17.1683569385157,17362666.5
"622","15-24","Female",2007,"Brazil","Simple",43.3054849024425,17362666.5
"623","15-24","Female",2007,"Bulgaria","Full",0,493056
"624","15-24","Female",2007,"Bulgaria","Simple",1,493056
"625","15-24","Female",2007,"Canada","Full",5,2184537.81
"626","15-24","Female",2007,"Canada","Simple",5,2184537.81
"627","15-24","Female",2007,"Chile","Full",0,1339824.05
"628","15-24","Female",2007,"Chile","Simple",2,1339824.05
"629","15-24","Female",2007,"Colombia","Full",1,3940503
"630","15-24","Female",2007,"Colombia","Simple",4.00568181818182,3940503
"631","15-24","Female",2007,"Costa Rica","Full",0,404639
"632","15-24","Female",2007,"Costa Rica","Simple",0,404639
"633","15-24","Female",2007,"Cuba","Full",0,798653
"634","15-24","Female",2007,"Cuba","Simple",1,798653
"635","15-24","Female",2007,"Czechia","Full",0,654550
"636","15-24","Female",2007,"Czechia","Simple",0,654550
"637","15-24","Female",2007,"Denmark","Full",0,305722
"638","15-24","Female",2007,"Denmark","Simple",0,305722
"639","15-24","Female",2007,"Dominican Republic","Full",0,923237
"640","15-24","Female",2007,"Dominican Republic","Simple",3.03614016225198,923237
"641","15-24","Female",2007,"Ecuador","Full",2,1364887
"642","15-24","Female",2007,"Ecuador","Simple",7,1364887
"643","15-24","Female",2007,"England & Wales","Full",5,3504612
"644","15-24","Female",2007,"England & Wales","Simple",6,3504612
"645","15-24","Female",2007,"Estonia","Full",0,94785
"646","15-24","Female",2007,"Estonia","Simple",0,94785
"647","15-24","Female",2007,"Finland","Full",2,321868
"648","15-24","Female",2007,"Finland","Simple",2,321868
"649","15-24","Female",2007,"France","Full",1,3893480
"650","15-24","Female",2007,"France","Simple",1,3893480
"651","15-24","Female",2007,"Guatemala","Full",6,1435281
"652","15-24","Female",2007,"Guatemala","Simple",14.021021021021,1435281
"653","15-24","Female",2007,"Hong Kong","Full",0,458800
"654","15-24","Female",2007,"Hong Kong","Simple",0,458800
"655","15-24","Female",2007,"Hungary","Full",0,627355
"656","15-24","Female",2007,"Hungary","Simple",0,627355
"657","15-24","Female",2007,"Ireland","Full",0,313405
"658","15-24","Female",2007,"Ireland","Simple",0,313405
"659","15-24","Female",2007,"Israel","Full",0,564137
"660","15-24","Female",2007,"Israel","Simple",0,564137
"661","15-24","Female",2007,"Italy","Full",0,2960065
"662","15-24","Female",2007,"Italy","Simple",0,2960065
"663","15-24","Female",2007,"Japan","Full",1,6430000
"664","15-24","Female",2007,"Japan","Simple",0,6430000
"665","15-24","Female",2007,"Kyrgyzstan","Full",2.07352941176471,551054
"666","15-24","Female",2007,"Kyrgyzstan","Simple",16.0628272251309,551054
"667","15-24","Female",2007,"Latvia","Full",1,166758
"668","15-24","Female",2007,"Latvia","Simple",1,166758
"669","15-24","Female",2007,"Lithuania","Full",3,236177
"670","15-24","Female",2007,"Lithuania","Simple",3,236177
"671","15-24","Female",2007,"Mauritius","Full",1,94225
"672","15-24","Female",2007,"Mauritius","Simple",1,94225
"673","15-24","Female",2007,"Mexico","Full",15.171904288412,10428904.5
"674","15-24","Female",2007,"Mexico","Simple",42.3087173668617,10428904.5
"675","15-24","Female",2007,"Moldova","Full",1,335399
"676","15-24","Female",2007,"Moldova","Simple",1,335399
"677","15-24","Female",2007,"Netherlands","Full",0,970052
"678","15-24","Female",2007,"Netherlands","Simple",1,970052
"679","15-24","Female",2007,"Nicaragua","Full",0,602137.5
"680","15-24","Female",2007,"Nicaragua","Simple",3,602137.5
"681","15-24","Female",2007,"Northern Ireland","Full",0,126776
"682","15-24","Female",2007,"Northern Ireland","Simple",0,126776
"683","15-24","Female",2007,"Paraguay","Full",0,575560.5
"684","15-24","Female",2007,"Paraguay","Simple",1,575560.5
"685","15-24","Female",2007,"Peru","Full",2.01111111111111,2749698.5
"686","15-24","Female",2007,"Peru","Simple",8.024,2749698.5
"687","15-24","Female",2007,"Poland","Full",6,2937109
"688","15-24","Female",2007,"Poland","Simple",7,2937109
"689","15-24","Female",2007,"Romania","Full",0,1555447
"690","15-24","Female",2007,"Romania","Simple",11,1555447
"691","15-24","Female",2007,"Scotland","Full",1,334676
"692","15-24","Female",2007,"Scotland","Simple",1,334676
"693","15-24","Female",2007,"Serbia","Full",0,463240
"694","15-24","Female",2007,"Serbia","Simple",0,463240
"695","15-24","Female",2007,"Slovenia","Full",0,121715
"696","15-24","Female",2007,"Slovenia","Simple",0,121715
"697","15-24","Female",2007,"South Korea","Full",3,3173279
"698","15-24","Female",2007,"South Korea","Simple",5,3173279
"699","15-24","Female",2007,"Spain","Full",0,2477304
"700","15-24","Female",2007,"Spain","Simple",0,2477304
"701","15-24","Female",2007,"Sweden","Full",1,573531
"702","15-24","Female",2007,"Sweden","Simple",1,573531
"703","15-24","Female",2007,"Switzerland","Full",0,441640
"704","15-24","Female",2007,"Switzerland","Simple",0,441640
"705","15-24","Female",2007,"USA","Full",48.0083131278143,20765167
"706","15-24","Female",2007,"USA","Simple",52.0044459644323,20765167
"707","15-24","Female",2007,"Uruguay","Full",0,243558.5
"708","15-24","Female",2007,"Uruguay","Simple",0,243558.5
"709","15-24","Female",2008,"Argentina","Full",0,3314340
"710","15-24","Female",2008,"Argentina","Simple",3.00982797246135,3314340
"711","15-24","Female",2008,"Armenia","Full",0,309009
"712","15-24","Female",2008,"Armenia","Simple",0,309009
"713","15-24","Female",2008,"Australia","Full",2,1473105
"714","15-24","Female",2008,"Australia","Simple",2,1473105
"715","15-24","Female",2008,"Austria","Full",0,500763
"716","15-24","Female",2008,"Austria","Simple",0,500763
"717","15-24","Female",2008,"Belgium","Full",0,641708
"718","15-24","Female",2008,"Belgium","Simple",0,641708
"719","15-24","Female",2008,"Brazil","Full",14.0230345224527,17225910
"720","15-24","Female",2008,"Brazil","Simple",35.0516033050572,17225910
"721","15-24","Female",2008,"Bulgaria","Full",0,479334
"722","15-24","Female",2008,"Bulgaria","Simple",2,479334
"723","15-24","Female",2008,"Canada","Full",5,2203230.92
"724","15-24","Female",2008,"Canada","Simple",6,2203230.92
"725","15-24","Female",2008,"Chile","Full",1,1355403.09
"726","15-24","Female",2008,"Chile","Simple",3,1355403.09
"727","15-24","Female",2008,"Colombia","Full",1,3979328
"728","15-24","Female",2008,"Colombia","Simple",6,3979328
"729","15-24","Female",2008,"Costa Rica","Full",0,406556
"730","15-24","Female",2008,"Costa Rica","Simple",0,406556
"731","15-24","Female",2008,"Cuba","Full",1,799082.5
"732","15-24","Female",2008,"Cuba","Simple",2,799082.5
"733","15-24","Female",2008,"Czechia","Full",2,653487
"734","15-24","Female",2008,"Czechia","Simple",2,653487
"735","15-24","Female",2008,"Denmark","Full",0,315514
"736","15-24","Female",2008,"Denmark","Simple",0,315514
"737","15-24","Female",2008,"Dominican Republic","Full",0,933163.5
"738","15-24","Female",2008,"Dominican Republic","Simple",2.05183608883069,933163.5
"739","15-24","Female",2008,"Ecuador","Full",0,1382139.5
"740","15-24","Female",2008,"Ecuador","Simple",4,1382139.5
"741","15-24","Female",2008,"England & Wales","Full",6,3540077
"742","15-24","Female",2008,"England & Wales","Simple",6,3540077
"743","15-24","Female",2008,"Estonia","Full",1.00704225352113,92410
"744","15-24","Female",2008,"Estonia","Simple",1.00529100529101,92410
"745","15-24","Female",2008,"Finland","Full",1,322278
"746","15-24","Female",2008,"Finland","Simple",1,322278
"747","15-24","Female",2008,"France","Full",0,3865331
"748","15-24","Female",2008,"France","Simple",0,3865331
"749","15-24","Female",2008,"Guatemala","Full",5,1472638.5
"750","15-24","Female",2008,"Guatemala","Simple",10,1472638.5
"751","15-24","Female",2008,"Hong Kong","Full",1,453200
"752","15-24","Female",2008,"Hong Kong","Simple",1,453200
